"e401","p401","tw_adjust_original","net_tfa_adjust_original","net_nifa","age","inc","db","ira","hequity","educ","fsize","marr","male","twoearn","withdrawal"
1,1,23399,18399,166799,57,32099,0,0,3000,12,2,1,0,1,0
1,0,21350,6600,156600,27,39287,0,0,9000,18,1,0,1,0,0
1,1,4200,700,149900,59,49838,0,0,500,12,3,1,0,1,0
1,1,70320,36320,184400,56,34742,0,1200,34000,12,4,1,0,1,0
1,1,-352,-352,149200,27,23096,0,0,0,12,4,1,0,0,0
1,0,13437.736,9937.736,160853,45,28601,1,0,0,13,2,0,0,0,0
1,1,14138.608,7138.608,155150,30,64730,1,0,7000,18,2,1,1,1,0
1,0,459499,266499,416499,36,67469,0,0,173000,18,3,1,0,0,0
1,1,52528.784,38328.784,154950,43,43787,1,6300,11500,13,3,0,0,0,0
1,0,108405.8,31011.8,181499,55,15224,1,0,75000,10,1,0,1,0,0
1,0,112910.584,47160.584,190225,39,48887,1,8500.00000000001,60000,12,1,0,0,0,0
1,1,39693,-807,148769,32,15383,0,0,40000,7,5,1,0,0,0
1,1,73795,-255,149105,33,28712,0,0,58000,11,2,0,1,0,0
1,1,61548.8,28648.8,151544,37,42974,1,0,17500,15,4,1,0,1,0
1,1,176499,101999,166999,60,66920,0,21000,70000,12,2,1,0,1,1
1,0,83248,7748,157748,60,14522,0,0,30500,10,5,1,0,0,1
1,1,51611,7249,151249,42,26474,0,0,23000,12,1,0,1,0,0
1,1,46910.2,910.2,146707,40,27116,0,0,46000,12,4,1,0,0,0
1,0,19484.6,-1365.4,149849,59,37949,1,0,17000,10,3,0,0,0,0
1,1,173690.4,5690.4,150212,48,45599,1,0,30000,13,3,1,0,1,0
1,1,98910.808,48.808,149849,54,18755,1,0,31000,12,3,0,0,0,0
1,0,52642.728,-557.272,150977,43,47945,1,0,48000,12,3,1,1,1,0
1,1,17000,-3000,142200,33,25685,0,0,20000,13,4,1,0,0,0
1,0,-200,-700,149300,41,9299.00000000001,0,0,0,12,1,0,1,0,0
1,1,134405,2950,151350,28,36083,0,0,0,18,3,0,0,0,0
1,1,35583.84,-7416.16,140300,37,78629.0000000001,1,0,37000,14,2,1,0,1,0
1,0,129487.88,-362.12,150199,51,17534,1,0,125000,13,3,0,0,0,0
1,1,776,776,149976,36,21752,0,0,0,8,5,1,1,1,0
1,1,47700,31200,174400,41,58199,0,4000,1500,16,5,1,0,1,0
1,0,5299,5299,150999,27,26900,0,4300,0,12,2,1,0,1,0
1,0,8144.008,-316.992,150000,34,9905.00000000001,1,0,0,13,1,0,0,0,0
1,1,239889.328,125889.328,185550,53,114395,1,46000,114000,14,2,1,0,1,0
1,1,19800,-1700,146700,35,40559,0,0,7500.00000000001,14,5,1,0,1,0
1,1,1625.6,1625.6,151000,27,22949,1,0,0,13,2,0,0,0,0
1,0,1689.784,-2562.216,148155,30,22412,1,0,4000,12,4,1,0,1,0
1,0,77793.56,17793.56,169679,49,58919,1,0,60000,13,4,1,0,1,0
1,1,1030900,595900,641900,55,137450,0,40000,150000,13,3,1,0,0,0
1,0,35098.704,3098.704,155518,35,75601.9999999999,1,0,17000,16,4,1,0,1,0
1,0,-8000,-8000,142000,36,62369.0000000001,0,0,0,16,5,1,0,1,0
1,1,142898,44898,192098,36,39596,0,0,85000,13,4,1,0,1,0
1,0,16870.072,1870.072,153499,48,50903,1,0,15000,12,3,1,0,1,0
1,1,348900,83550,231550,52,48638,0,0,140000,14,5,0,0,0,0
1,1,5600,5600,150000,45,20399,0,0,0,12,2,1,0,0,0
1,1,167833.64,162583.64,300999,51,37979,1,0,0,13,2,0,1,0,0
1,1,75949,72949,200149,54,84278,0,22000,0,18,2,1,0,1,0
1,0,50167.376,8817.376,159700,33,27581,1,0,38000,13,2,0,0,0,0
1,1,27000,7000,155000,28,53663,0,0,14000,12,3,1,0,1,0
1,0,421899,136899,286899,63,49439,0,0,285000,16,4,1,0,0,1
1,1,143958.808,24183.808,159000,38,96755,1,17000,105000,16,1,0,0,0,0
1,0,962,0,150000,40,12359,0,0,0,12,4,1,1,0,0
1,1,18783.08,15730.08,148500,43,24059,1,10000,0,16,1,0,0,0,0
1,1,248922,74422,153199,52,70046,0,67222.9999999999,19500,18,3,1,0,1,0
1,1,789.992,289.992,151989,40,64043,1,0,0,16,2,0,1,0,0
1,1,68400,28400,142400,56,49379,0,0,40000,12,4,1,0,1,0
1,1,2167,-9833,139655,35,59186,0,0,3000,13,3,1,0,1,0
1,1,23768,16600,161400,28,70069.9999999999,0,0,0,16,2,1,0,1,0
1,0,1600,100,150100,25,18257,0,0,0,12,1,0,0,0,0
1,0,139046.08,39046.08,191400,44,73559,1,0,45000,12,4,1,0,1,0
1,1,261560,50060,189500,42,80399,0,8000.00000000001,211500,18,4,1,0,1,0
1,0,257373.504,97873.504,250000,62,66452,1,0,9500.00000000001,12,2,1,0,1,1
1,1,116932.312,37932.312,163783,42,65332.9999999999,1,0,79000.0000000001,12,4,1,0,1,0
1,0,101352.128,6352.128,158352,27,62495,1,0,95000,16,2,1,0,1,0
1,1,46238.256,7438.256,155700,55,37241,1,1250,38800,1,3,1,0,1,0
1,1,26100,1100,148700,31,35999,0,0,25000,12,5,1,0,0,0
1,0,29774,8774,158774,44,41123,0,0,21000,12,3,1,0,1,0
1,1,126370.96,120200.96,255340,31,58094,1,4280,0,14,1,0,1,0,0
1,1,1440,1440,148000,27,16595,0,0,0,12,4,1,0,0,0
1,0,92168.128,2168.128,153400,43,38495,1,0,40000,16,4,1,0,1,0
1,0,-1290,-16290,133710,49,29138,0,0,15000,12,5,1,0,0,0
1,0,21217.504,-782.496,150180,32,39452,1,300,14000,12,3,1,0,1,0
1,1,124099,-2326,147030,53,20519,0,500,125000,13,2,0,0,0,0
1,0,12374.08,6274.08,156900,26,19559,1,0,0,18,1,0,1,0,0
1,1,266051,106051,206951,40,49799,1,0,150000,12,1,0,0,0,0
1,1,70340,-9660,125940,56,40388,0,0,80000,16,2,1,0,1,0
1,1,45263.36,25263.36,159120,27,73019,1,5680,17000,16,2,1,0,1,0
1,1,19496,3996,152300,29,50366,0,0,15500,12,4,1,0,1,0
1,1,84.88,84.88,142850,43,23909,1,0,0,13,4,0,0,0,0
1,0,74519,375,150375,41,51140,0,0,68000,12,4,1,0,1,0
1,0,66998,23198,164138,38,55991,0,9060,38000,14,5,1,0,1,0
1,0,268610.4,98610.4,165300,51,52799,1,85000,150000,17,2,1,0,1,0
1,1,890,890,150650,30,27926,0,0,0,12,4,1,0,1,0
1,1,45800,8800,154000,33,25940,0,0,27000,12,4,1,0,0,0
1,1,6841,1599,150999,27,86573,0,0,0,18,1,0,1,0,0
1,1,97700,700,138700,33,57779,0,0,50000,15,4,1,0,1,0
1,1,2244,875,150075,59,18467,0,0,0,12,1,0,0,0,0
1,1,1957.44,-542.56,149700,47,14279,1,0,0,6,4,0,0,0,0
1,1,39982.56,-17.4400000000001,150500,44,23669,1,0,40000,11,4,1,0,1,0
1,1,23824,624,150200,29,13589,0,0,15000,12,1,0,1,0,0
1,1,184659.424,68659.424,190900,53,110642,1,2500,23000,12,2,1,0,1,0
1,1,13079.144,11280.144,152614,32,54182,1,0,0,16,2,1,0,1,0
1,1,-62.632,-62.632,150099,38,15125,1,0,0,12,1,0,0,0,0
1,1,147525.112,31025.112,172770,52,75758.0000000001,1,6181,108000,18,2,1,1,1,0
1,1,5975,5975,152775,51,28901,0,0,0,12,2,1,0,1,0
1,1,20700,4700,152300,37,58163,0,0,4000,12,3,1,0,1,0
1,1,-198.88,-198.88,149400,37,49964,1,0,0,13,5,1,0,1,0
1,1,180598,84598,209798,41,41750,0,0,90000,12,5,1,0,0,0
1,1,655576,351576,491400,42,98291,0,10000,3e+05,12,4,1,1,0,0
1,0,46413.256,-4419.744,146580,51,31241,1,0,47500,1,4,0,0,0,0
1,0,18288.992,-2753.008,147950,48,21968,1,0,15800,14,1,0,0,0,0
1,0,60520.736,8520.736,160300,32,55601,1,0,52000,16,4,1,1,1,0
1,1,236840,137840,269200,53,139937,0,4800,79000.0000000001,18,4,1,0,1,0
1,0,153700,56700,196700,36,70745,0,10000,3000,16,2,1,0,1,0
1,1,204156.704,76656.704,137300,42,111977,1,27500,125000,18,4,1,0,1,0
1,0,37193.6,-5806.4,146200,30,62699,1,0,29000,18,4,1,0,1,0
1,0,48561.36,12663.36,163800,36,35519,1,0,34800,18,1,0,0,0,0
1,1,234506.224,-5993.776,145470,52,78242,1,0,113000,14,4,1,0,1,0
1,1,145121.8,28721.8,168275,36,61919,0,5906,111400,13,4,1,0,0,0
1,1,180.72,180.72,150014,37,18539,1,0,0,12,5,0,0,0,0
1,1,42622.44,1272.44,151379,56,10829,1,0,30000,12,2,0,0,0,0
1,1,24571.28,15621.28,153100,32,58709,1,0,4500,13,1,0,0,0,0
1,0,-5830.08,-26630.08,125000,54,50939,1,0,19000,10,3,1,0,1,0
1,1,-102,-102,149098,39,16778,0,0,0,12,4,1,0,1,0
1,1,2950,1400,147400,33,21932,0,0,0,12,1,0,1,0,0
1,1,15299,3899,145899,44,63848,0,0,10000,15,5,1,0,1,0
1,0,428.136,428.136,151149,43,22526,1,0,0,13,1,0,0,0,0
1,1,269874,11450,143050,46,45485,0,0,249500,14,1,0,0,0,0
1,0,-4464.2,-5589.2,145150,36,23099,1,0,0,16,2,0,0,0,0
1,1,66299,15299,163299,32,75044,0,0,5000,18,4,1,0,1,0
1,1,93671.904,36171.904,139536,62,55127,1,26000,38000,18,2,1,0,0,1
1,0,119248,52248,165748,60,78430.9999999999,0,16500,67000,18,2,1,0,0,1
1,1,39800,6800,152000,43,54734,0,0,23000,12,3,1,1,1,0
1,0,12918.272,-3581.728,147500,42,33803,1,0,14000,13,2,0,1,0,0
1,1,19147,3947,150347,33,32738,0,0,14000,15,3,0,0,0,0
1,0,159406.816,-593.184,151200,40,56036,1,0,150000,16,4,1,0,1,0
1,1,110925,24925,154925,45,48719,0,0,65000,12,3,1,0,1,0
1,1,31470,2470,149750,32,28724,0,0,29000,10,5,1,0,1,0
1,0,11900,900,150900,30,36401,0,0,2000,11,5,1,0,1,0
1,1,11520.248,520.248,151099,38,28085,1,0,0,12,4,1,0,1,0
1,1,1041123.544,1013254.544,1154738,45,71357,1,0,22000,18,2,0,0,0,0
1,1,24998.488,-4001.512,146815,27,59840,1,0,5000,16,3,1,0,1,0
1,1,62179,300,149500,26,34274,0,0,55000,15,1,0,0,0,0
1,1,27498,10460,159500,54,27389,0,0,15000,12,5,1,0,1,0
1,1,260149,96149,152149,46,144665,0,52000,115000,17,2,1,0,1,0
1,1,11206,-1794,147926,33,28082,0,0,0,13,3,1,0,1,0
1,0,1330.056,-1169.944,149345,37,16091,1,0,0,12,4,0,1,0,0
1,0,100899,2899,152899,36,34961,0,0,98000,12,5,1,0,0,0
1,1,66915,16915,156515,47,52436,0,0,22000,17,4,1,1,0,0
1,1,19350,12000,150000,34,31901,0,0,0,15,2,0,1,0,0
1,1,43159,3560,147160,49,23975,0,0,36924,12,2,0,0,0,0
1,1,48225,-7775,138825,36,47657,0,2600,29000,18,3,1,0,1,0
1,1,3425,1525,151325,38,40595,0,0,0,14,4,1,0,1,0
1,0,91676.344,38676.344,148323,56,20207,1,25000,51000,12,2,1,0,0,0
1,0,50466.216,32849.216,185000,56,67211,1,0,3000,18,2,0,1,0,0
1,0,-2178.536,-4011.536,147550,27,48797,1,0,0,12,1,1,1,0,0
1,0,34936,-64,149936,47,20567,0,0,35000,14,2,1,0,0,0
1,1,38200.416,7400.416,151380,26,49361,1,2400,6000,16,2,1,0,0,0
1,0,-2946.4,-2946.4,149300,60,70199,1,0,0,12,2,1,0,1,1
1,0,98806.48,21306.48,167750,41,32609,1,4600,75000,15,2,0,0,0,0
1,1,283787.784,43919.784,163525,55,50162,1,0,225000,12,3,0,0,0,0
1,1,79000,44000,165200,36,64103,0,0,35000,16,5,1,0,1,0
1,0,7655,-15345,134655,32,36014,0,0,0,12,5,1,0,0,0
1,1,44800,-5200,144000,28,32159,0,0,50000,11,5,1,0,1,0
1,1,5750,2250,149850,38,24944,0,0,2000,12,1,0,0,0,0
1,0,-5249.248,-5249.248,145700,31,29663,1,0,0,12,3,1,0,1,0
1,0,177070.424,54019.424,203400,49,61892,1,2600,120000,17,3,0,0,0,0
1,1,30800,8800,158000,59,102149,0,0,22000,13,4,1,0,1,0
1,1,-481.6,-481.6,149488,26,18224,0,0,0,12,3,1,0,1,0
1,1,93243.632,33647.632,174550,46,41948,1,5000,56000,16,1,0,1,0,0
1,1,93911.072,38411.072,183400,44,80903.0000000001,1,5600,53000,13,4,1,0,1,0
1,1,142862.84,16887.84,155500,53,17879,1,11000,120000,12,1,0,0,0,0
1,1,19825,5825,147025,34,25067,0,0,14000,12,5,1,0,1,0
1,1,21918.608,12518.608,150150,36,38480,1,0,9400,13,4,1,0,1,0
1,0,100925.688,-274.312,150035,25,9665,1,0,99000,12,1,0,1,0,0
1,1,165550,15550,155950,42,74528,0,0,150000,16,4,1,0,1,0
1,0,-1605.336,-1605.336,149469,54,33572,1,0,0,13,2,1,0,1,0
1,1,255726,29426,149626,38,36242,0,25000,226300,16,5,1,0,0,0
1,1,11526.552,11526.552,152515,45,50888,1,0,0,12,1,0,0,0,0
1,0,84638.528,-10361.472,141000,38,42545,1,0,95000,12,4,1,1,1,0
1,1,15081,11200,146800,35,52742,0,0,0,12,5,1,0,1,0
1,1,1191.6,-50.4,149220,26,14414,0,0,0,13,1,0,1,0,0
1,1,27923.696,-1776.304,147450,27,38321,1,0,23000,12,3,1,0,1,0
1,1,214154.4,26904.4,175150,33,64877,0,0,183000,16,1,0,1,0,0
1,0,11700,9200,159200,55,42599,0,0,0,16,1,0,0,0,0
1,0,35065.744,65.7439999999999,151550,29,46382,1,0,35000,12,2,1,0,1,0
1,1,-698.544,-2198.544,146822,36,34391,1,0,0,13,4,1,0,1,0
1,0,39734.304,-1465.696,149900,42,42677,1,0,40000,12,5,1,0,1,0
1,0,14400,500,150500,33,24350,0,0,13900,14,3,1,0,1,0
1,1,11982.64,11482.64,160050,47,47729,1,2000,0,16,1,0,1,0,0
1,1,162892.8,97892.8,171080,48,99599,1,16000,65000,16,3,1,1,1,0
1,1,53760,3760,151000,41,39350,0,1800,50000,12,5,1,0,1,0
1,1,37620.224,31620.224,156100,39,77491.9999999999,1,8000.00000000001,0,14,2,1,1,1,0
1,0,6160,-1840,148160,33,42407,0,0,8000.00000000001,15,3,1,0,1,0
1,1,2470.56,-2029.44,143140,36,24044,1,0,2000,18,1,0,0,0,0
1,1,335579.4,254329.4,402699,55,49049,1,0,80000,14,2,0,1,0,0
1,1,136727,12940,154700,45,78662,0,0,52000,15,4,1,0,1,0
1,1,205121.152,70121.152,178000,51,89963,1,29000,135000,12,3,1,0,1,0
1,1,358069,118069,166069,43,70544,0,16000,240000,18,5,1,0,0,0
1,1,3760,1260,146860,26,22949,0,0,0,14,1,0,1,0,0
1,1,27425,6000,143200,32,48179,0,0,9000,16,1,0,1,0,0
1,1,25256.04,22831.04,150200,50,42779,1,0,0,12,1,0,1,0,0
1,1,8310.56,4942.56,146412,46,33419,1,0,0,16,2,0,0,0,0
1,0,7370.952,45.952,150700,48,20438,1,0,0,14,1,0,0,0,0
1,1,24357.952,957.952,151100,42,36938,1,0,16900,16,1,0,1,0,0
1,1,4656.16,-1343.84,149500,45,29294,1,0,6000,12,5,1,0,1,0
1,1,81900,26900,173200,35,54008,0,1700,45000,16,5,1,0,0,0
1,1,-2020,-2020,147900,41,19526,0,0,0,11,5,1,0,0,0
1,1,290006.928,73006.928,212698,41,159095,1,11400,137000,18,4,1,0,1,0
1,1,8101.536,4401.536,150000,29,37451,1,0,0,16,1,0,1,0,0
1,1,66249.2,49249.2,156825,43,71843,0,37045,14000,16,4,1,0,1,0
1,0,11151.016,11151.016,152369,49,69311,1,11000,0,15,5,1,0,1,0
1,0,30222.4,222.4,151000,41,24299,1,0,26000,12,1,0,1,0,0
1,0,2883.56,-859.44,149850,34,22169,1,0,0,13,3,0,0,0,0
1,1,78147.2,147.2,150000,41,20399,1,0,75000,15,2,0,0,0,0
1,1,87602,48902,153002,49,55427,0,21900,32000,14,3,1,0,1,0
1,1,269389.92,81389.92,159500,48,65939,1,30000,188000,18,2,1,1,1,0
1,1,26171,10796,150036,46,12398,0,0,11000,9,1,0,0,0,0
1,1,23549.688,21049.688,158599,37,35915,1,0,0,18,1,0,0,0,0
1,1,53998,-2002,145998,49,40493,0,0,56000,16,4,1,0,1,0
1,1,19299.528,14633.528,158899,38,20795,1,4000,0,14,1,0,1,0,0
1,1,30120,-8880,141040,38,50069,0,0,30000,14,5,1,0,1,0
1,0,559.04,-559.96,149945,36,15779,1,0,0,12,2,0,0,0,0
1,1,61223,61223,179923,37,75056,0,2500,0,18,1,0,1,0,0
1,1,76227.576,37227.576,152399,52,49106,1,10000,39000,12,3,1,0,1,0
1,0,56515,-2985,147015,42,33902,0,0,4000,18,3,0,0,0,0
1,1,4373.76,1023.76,149706,53,16319,1,0,0,12,2,0,0,0,0
1,1,6822,822,150798,47,44837,0,0,6000,11,3,1,1,1,0
1,1,33760.584,9055.584,158676,40,68387,1,0,15000,14,4,1,0,1,0
1,0,51142.2,-1082.8,149810,46,27899,1,0,47000,16,1,0,0,0,0
1,1,26500,9200,156000,31,45092,0,1200,11500,18,1,0,1,0,0
1,1,13429,3429,152949,31,13325,0,0,3000,15,5,1,0,0,0
1,1,126249,46249,181149,47,57490.9999999999,0,10300,72000,12,5,1,0,1,0
1,1,198879,40379,176779,51,79664,0,0,158500,18,2,1,0,0,0
1,1,-1963.04,-2988.04,147195,26,30719,1,0,0,16,1,0,1,0,0
1,1,39234,28559,173759,25,30263,0,0,0,16,1,0,0,0,0
1,1,22150,18150,153750,28,29513,0,0,0,12,1,1,1,0,0
1,1,160449,50449,169249,61,13595,0,16000,70000,13,2,1,0,0,1
1,1,6226,5926,149526,37,89450,0,0,0,18,3,1,0,0,0
1,0,0,0,150000,30,27413,0,0,0,14,4,1,0,1,0
1,1,52833.88,28833.88,161999,39,61409,1,1200,11000,15,4,1,0,1,0
1,1,51200,-148800,0,29,18149,0,0,0,12,2,1,0,0,0
1,1,140451.2,44451.2,151180,38,65150,0,4100,60000,15,3,1,0,1,0
1,1,15400,15400,148600,31,36935,0,0,0,16,1,0,0,0,0
1,1,45859.48,39116.48,187700,26,23234,1,0,0,18,1,0,1,0,0
1,0,19000,-3000,147000,43,18167,0,0,22000,9,5,1,0,1,0
1,1,179464.04,71464.04,148749,43,58904,1,45000,94000,12,4,1,0,1,0
1,1,1800,1800,131800,46,83318,0,0,0,12,3,1,0,1,0
1,0,67800,2800,152800,44,45743,0,0,65000,12,5,1,0,1,0
1,1,241806.416,141806.416,175000,33,94736,1,12238,88000,16,5,1,0,1,0
1,0,22925,14900,164900,40,40439,0,0,0,16,1,0,1,0,0
1,1,22850,16850,164450,34,28739,0,0,6000,13,5,1,0,0,0
1,1,61010,510,149550,31,30917,0,0,59500,12,4,1,0,0,0
1,0,16850,-5800,144200,36,52556,0,0,22000,13,4,1,0,1,0
1,1,3e+05,135000,265800,46,72539,0,16000,165000,12,4,1,0,1,0
1,1,25649,23649,156049,37,35705,0,0,0,14,4,1,1,0,0
1,0,-3992.208,-7842.208,143600,43,45068,1,0,0,17,1,0,0,0,0
1,0,39240.64,-1184.36,149515,44,21854,1,0,36500,12,2,0,0,0,0
1,1,35523.6,32673.6,143000,49,10199,1,0,0,13,2,0,1,0,0
1,1,27046,8046,154846,32,49634,0,0,5000,16,3,1,0,1,0
1,0,232905,5905,155905,36,48818,0,0,222000,15,5,1,0,0,0
1,1,113478.6,25178.6,152825,48,49700,0,4000,85300.0000000001,12,4,1,0,1,0
1,1,34163.576,14763.576,156099,43,104231,1,0,15000,13,4,1,0,1,0
1,1,107143.04,57143.04,170700,35,68654,1,0,45000,12,2,1,0,1,0
1,0,71275,7100,154500,26,59099,0,2600,13500,16,1,0,1,0,0
1,1,29290,28290,147290,48,98033,0,15000,1000,18,4,1,0,1,0
1,0,-188.096,-2288.096,148300,26,18377,1,0,0,13,4,0,0,0,0
1,1,51472.296,-2027.704,140429,34,36146,1,5500,53500,12,4,1,0,1,0
1,1,50452.64,15652.64,150720,36,45854,1,0,25000,12,5,1,0,1,0
1,1,24130,3130,153050,28,42344,0,0,0,16,3,1,1,0,0
1,0,57400,6400,156400,33,71060,0,0,45000,15,5,1,0,0,0
1,1,85592.96,44592.96,164200,52,50219,1,0,37000,12,4,1,0,1,0
1,1,63180.76,47.76,149450,44,38819,1,0,60000,9,2,0,1,0,0
1,1,48450,21450,146250,37,93089,0,14000,22000,13,4,1,0,1,0
1,1,114255.2,15255.2,148000,27,43274,1,0,80000,18,3,1,0,1,0
1,1,3250.832,-99.168,145300,35,31223,1,0,0,14,1,0,1,0,0
1,1,87243,49743,160918,47,61574,0,10025,33500,18,3,1,0,1,0
1,1,58000,57000,175000,28,96337.9999999999,0,4000,1000,18,2,1,1,1,0
1,1,-2988,-2988,146700,50,24113,0,0,0,11,5,1,0,0,0
1,1,130545.28,17645.28,163500,50,67334,1,1500,48900,16,4,1,0,1,0
1,1,25420,11420,153220,31,71672,0,5000,14000,16,2,1,0,1,0
1,1,140399,70699,205899,49,91361,0,14000,65000,16,3,1,0,1,0
1,0,45125,-1600,148400,27,54443,0,0,42500,17,1,0,1,0,0
1,1,60784,-3136,146800,25,34799,0,0,54920,12,2,1,0,1,0
1,0,32641.792,-358.208,152500,37,89318,1,0,18000,15,5,1,0,1,0
1,1,451377.592,153002.592,256800,53,9292.99999999999,1,6500,109000,16,1,0,1,0,0
1,1,363700,349700,495700,32,53879,0,0,5000,12,4,1,0,1,0
1,1,190000,24500,150500,42,60068,0,0,150000,18,4,1,0,0,0
1,1,22733,19000,129000,35,59429,0,0,0,14,3,0,0,0,0
1,1,28480.84,28480.84,150025,60,10754,1,0,0,12,1,0,0,0,1
1,1,-4380,-5580,144100,26,18665,0,0,0,12,3,1,0,1,0
1,1,128686,20336,147500,54,36374,1,0,105000,15,1,0,0,0,0
1,1,86212,35212,151612,57,39920,0,0,49000,12,2,1,0,0,0
1,1,5722.12,-277.88,147029,32,15839,1,0,0,14,1,0,0,0,0
1,0,63099,6599,150599,40,65843,0,6000,56500,17,3,1,0,1,0
1,1,33100,14100,146500,51,24086,0,0,19000,9,5,1,0,1,0
1,1,123978,80823,205423,44,51293,0,23400,29655,16,4,1,0,0,0
1,1,5380,1380,150180,33,20129,0,0,2000,14,3,0,0,0,0
1,0,-4440.352,-5940.352,144800,50,23135,1,0,0,12,1,0,0,0,0
1,1,270750,65750,151750,64,69899,0,0,205000,14,2,1,0,0,1
1,1,29749,8749,151549,32,28934,0,0,17000,12,4,1,0,0,0
1,1,1020.896,-729.104,148994,35,16346,1,0,1750,14,4,1,0,1,0
1,1,110317.368,37317.368,147199,53,78800,1,0,73000,12,2,1,0,1,0
1,1,1643.512,-689.488,149694,28,12683,1,0,0,12,3,0,0,0,0
1,0,266894.976,58798.976,191400,54,81281,1,20000,194000,18,1,0,1,0,0
1,1,113432.68,84432.68,172705,45,71009,1,0,29000,16,4,1,0,1,0
1,1,7540,1540,150500,34,21599,0,0,6000,15,5,1,0,0,0
1,1,254612.88,148612.88,272500,51,52409,1,19790,105000,16,1,0,1,0,0
1,0,-275,-1425,148575,32,24677,0,0,0,12,5,1,0,1,0
1,0,14852.504,6002.504,145499,35,10577,1,10842,0,15,1,0,0,0,0
1,0,10889,4339,154339,38,28130,0,0,0,16,3,0,0,0,0
1,1,38785.136,28785.136,175550,26,73901,1,0,10000,16,2,1,1,1,0
1,1,38550,8550,149350,43,40853,0,5200,30000,12,4,1,0,1,0
1,1,52612,1612,149772,55,32804,0,0,50000,12,3,1,0,1,0
1,0,-6000,-6000,144000,29,52799,0,0,0,15,4,1,0,1,0
1,1,108056.36,33631.36,167000,57,11519,1,1800,70000,14,3,0,0,0,0
1,1,19105,16952,162400,41,34691,0,0,0,15,1,0,1,0,0
1,1,43915.752,37954.752,188316,42,29288,1,0,0,14,3,0,0,0,0
1,0,6904.472,29.472,150900,43,27203,1,0,0,12,1,0,0,0,0
1,0,45525,9040,159040,44,31664,0,0,27500,9,4,1,0,1,0
1,0,58337.856,1837.856,152600,38,70691,1,0,0,14,3,1,0,1,0
1,1,36709.704,26956.704,146800,54,57602,1,0,7000,16,1,0,1,0,0
1,1,40550,1950,145550,49,43205,0,0,38000,12,3,1,0,0,0
1,1,30640,4140,147400,59,58715,0,4900,23500,12,2,1,0,1,0
1,1,126783.008,121783.008,182000,41,131780,1,68000,0,17,4,1,0,1,0
1,1,162805.368,21805.368,160447,51,45050,1,0,109000,17,4,1,0,1,0
1,0,7780.912,-27219.088,124598,37,56783,1,0,35000,14,3,1,0,1,0
1,1,4040,4040,151000,32,42863,0,0,0,14,2,1,0,1,0
1,0,164049,66049,216049,45,35912,0,0,75000,12,4,1,0,0,0
1,1,222809.104,63567.104,213000,53,44777,1,0,154000,14,1,0,0,0,0
1,1,26498.672,20837.672,170445,46,55778,1,0,0,16,1,0,1,0,0
1,1,365630,115630,174200,60,128039,0,27430,2e+05,18,3,1,1,0,1
1,1,453828.448,153828.448,230940,47,59734.9999999999,1,50000,3e+05,15,4,1,0,1,0
1,0,7589,-1111,148889,31,50519,0,0,0,13,3,1,1,1,0
1,1,35688,17388,160188,45,30089,0,0,16000,14,4,1,0,0,0
1,1,16772.032,2072.032,153080,30,33998,1,0,10000,18,1,0,1,0,0
1,1,117914,73664,159664,47,42839,0,0,41000,12,2,1,0,0,0
1,1,151562,86562,219762,60,73613,0,0,65000,12,2,1,0,1,1
1,1,5320,-580,148260,30,48362,0,0,5900,17,4,1,0,1,0
1,0,124969.944,-2025.056,149500,53,47657,1,0,115000,12,3,1,1,1,0
1,1,57229.192,5379.192,153075,53,40493,1,0,18500,14,2,0,0,0,0
1,1,131875.72,16875.72,163249,55,33539,1,2300,115000,12,2,1,0,1,0
1,1,91631.4,57131.4,149949,39,66164,0,0,34500,12,4,1,0,0,0
1,0,99898.92,20048.92,157303,57,23564,1,13500,75000,14,1,0,0,0,0
1,1,13730,4230,146030,41,42926,0,200,9500.00000000001,14,4,1,1,1,0
1,1,126949.936,58449.936,195198,44,54626,1,7000,35000,14,1,0,0,0,0
1,1,171948,47948,171548,55,46154,0,2400,91000.0000000001,10,5,1,0,1,0
1,1,67843.752,26843.752,155077,35,69788,1,0,31000,14,3,1,0,1,0
1,0,21960,13499,163499,31,24749,0,0,0,16,1,0,0,0,0
1,1,103300,10300,156300,35,41849,0,0,46000,14,5,1,0,0,0
1,1,305350,65350,151150,40,61175,0,9000,240000,13,5,1,0,0,0
1,1,3585.136,-16914.864,130750,37,27026,1,0,20000,16,4,0,0,0,0
1,1,-2880,-2880,146640,26,24191,0,0,0,12,3,1,1,1,0
1,1,40385.304,19385.304,131699,56,34802,1,22000,0,14,2,1,0,1,0
1,1,12325,9300,154300,33,31622,0,4200,0,18,1,0,0,0,0
1,0,-14900,-26600,123400,41,51299,0,0,10000,11,3,0,1,0,0
1,0,624300,34300,184300,63,41990,0,0,90000,12,2,1,0,0,1
1,1,132850,32750,153250,45,67454,0,1500,85000,13,3,1,0,1,0
1,0,500,0,150000,26,10826,0,0,0,12,2,0,0,0,0
1,0,110000,55000,190000,36,57542,0,15000,55000,14,4,1,0,1,0
1,1,107889,6889,155049,58,33470,0,0,1e+05,10,3,1,0,0,0
1,1,48767,2492,145504,45,36293,0,6028,0,16,3,0,0,0,0
1,0,59676,7676,157676,39,29576,0,0,52000,12,5,1,0,0,0
1,1,-153.616,-153.616,148374,28,15362,1,0,0,12,3,0,0,0,0
1,1,26982.704,20382.704,155198,43,49727,1,0,0,12,3,1,0,1,0
